,album_id,album_name,artist,genre
75,10488694,"Right Place, Wrong Time",Otis Rush,Other
76,10509865,Any Place I'm Going,Otis Rush,Other
77,10292180,Undisputed Attitude,Slayer,Pop/Rock
78,10292199,Code Red,DJ Jazzy Jeff & The Fresh Prince,Rap
79,10294187,Heart Over Mind,Jennifer Rush,Pop/Rock
80,10294194,Jennifer Rush,Jennifer Rush,Pop/Rock
81,10295432,On The Border,Eagles,Pop/Rock
82,10295701,Maladroit,Weezer,Pop/Rock
83,10581160,Mourning In The Morning,Otis Rush,Other
84,10297015,One of These Nights,Eagles,Pop/Rock
85,10582317,United,Prince Ital Joe feat. Marky Mark,Other
86,10702823,The Essential Otis Rush: The Classic Cobra Recordings 1956-1958,Otis Rush,Other
87,10299472,The Long Run,Eagles,Pop/Rock
88,10301012,Teen Spirit,A*Teens,Pop/Rock
89,10301404,A Rush of Blood to the Head,Coldplay,Pop/Rock
90,10303143,El Scorcho,Weezer,Pop/Rock
91,10303316,The Anger Management Tour Mix Tape,DJ Green Lantern feat. Eminem,Pop/Rock
92,10707010,Bonnie Prince Billy Performs Songs of Kevin Loyne,"Bonnie ""Prince"" Billy",Other
93,10304391,The Very Best of Tom Rush: No Regrets,Tom Rush,Other
94,10708114,Al Capone,Prince Buster,Other
95,10306123,Born to Reign,Will Smith,Rap
96,10899585,Tops,Otis Rush,Other
97,10310246,Tom Rush,Tom Rush,Other
98,10310702,…and Justice for All,Metallica,Pop/Rock
99,11024779,Otis Rush: Live at Montreux 1986,Otis Rush,Other
100,10311151,Mamma Mia,A*Teens,Pop/Rock
101,10311421,Take a Little Walk With Me,Tom Rush,Other
102,11308622,The Classic Recordings,Otis Rush,Other
103,10312816,Guarapero: Lost Blues 2,Will Oldham,Pop/Rock
104,10313741,Joya,Will Oldham,Pop/Rock
105,10313829,Feel the Beat,Darude,Other
106,10315736,Pop ’Til You Drop!,A*Teens,Pop/Rock
107,10316912,Greatest Hits,Will Smith,Rap
108,10317050,I See a Darkness,"Bonnie ""Prince"" Billy",Rap
109,10317275,Angel of the Morning,Merrilee Rush,Pop/Rock
110,10318046,New Arrival,A*Teens,Pop/Rock
1168,20886031,Adventure Of A Lifetime,Coldplay,Pop/Rock
112,10318475,Blue Lotus Feet,"Bonnie ""Prince"" Billy",Pop/Rock
113,10319827,The Blue Room E.P.,Coldplay,Pop/Rock
114,10320396,Ignition,Darude,Pop/Rock
115,11309126,24/Seven,Big Time Rush,Other
116,29329337,Remember the Days,Adele Harley,Other
117,10323057,Armageddon,Aerosmith,Pop/Rock
118,10323589,Bouncing Off the Ceiling (Upside Down),A*Teens,Pop/Rock
119,18630047,Derech Chadasha דרך חדשה,חיים ישראל,Other
120,10324721,Seasons in the Abyss,Slayer,Pop/Rock
121,10327230,Master and Everyone,"Bonnie ""Prince"" Billy",Pop/Rock
122,10327284,I Don't Want to Miss a Thing,Aerosmith,Pop/Rock
123,21388111,Label This! - US Special Edition,Darude,Other
124,11309128,24/seven,Big Time Rush,Other
125,10327651,Endless Flight,Leo Sayer,Pop/Rock
126,10327660,Homebase,DJ Jazzy Jeff & The Fresh Prince,Rap
127,10328893,Psychoanalysis: What Is It?,Prince Paul,Rap
128,14338385,Troubles Troubles,Otis Rush,Other
129,10330150,The Marshall Mathers LP,Eminem,Rap
130,10330497,Maladroit & B Sides,Weezer,Rap
131,10330825,Controversy,Prince,Pop/Rock
132,10331536,"Invasion, Part 2: Conspiracy Theory",DJ Green Lantern feat. Eminem,Rap
133,10332820,The Very Best of Leo Sayer,Leo Sayer,Pop/Rock
134,10335742,Next to You,Darude,Other
135,10338419,And In This Corner...,DJ Jazzy Jeff & The Fresh Prince,Rap
136,10338602,St. Anger,Metallica,Pop/Rock
137,10339475,Music,Darude,Pop/Rock
138,10341116,The Power of Jennifer Rush,Jennifer Rush,Pop/Rock
139,10341273,Judge Dread Rock Steady / She Was a Rough Rider,Prince Buster,Pop/Rock
140,10341313,Politics of the Business,Prince Paul,Rap
141,15341509,I Am...Sasha Fierce,Beyoncé,Other
142,15517630,West Chicago Blues,Otis Rush,Other
143,10344028,The String Quartet Tribute To Coldplay,Vitamin String Quartet,Pop/Rock
144,10345169,Shady Records Mixtape,DJ Green Lantern feat. Eminem,Pop/Rock
145,10348709,Pride (In the Name of Love),U2,Pop/Rock
146,10351455,Seasons in the Abyss / Reign in Blood,Slayer,Pop/Rock
147,21388115,Sandstorm -- The Remixes,Darude,Other
148,10882612,Romo-Goth,Department of Eagles,Pop/Rock
149,10354410,"The String Quartet Tribute to Tool, Volume 2: Metamorphic",The Section Quartet,Pop/Rock
150,10355423,Strung Out on OK Computer: The String Quartet Tribute to Radiohead,The Section Quartet,Pop/Rock
151,10356445,The Very Best of Eagles,Eagles,Pop/Rock
152,19713513,מתוך ההסתרה,חיים ישראל,Other
153,10359458,The Very Best Of,Eagles,Pop/Rock
154,10362830,Their Very Best Through the Years,Eagles,Pop/Rock
155,10366537,Doom Music,Bobby Prince,Pop/Rock
156,10367222,Lose Yourself,Eminem,Rap
157,10367894,The Circle Game,Tom Rush,Other
158,10884769,No One Does It Like You,Department of Eagles,Pop/Rock
159,27515385,Uprising,邱勝翊,Other
160,10371932,Passion,Jennifer Rush,Pop/Rock
161,10378065,The Original Doctor Shade,Ed Rush & Optical,Other
162,10380073,Sandstorm,Darude,Other
163,10384241,Rock Legend,Eagles,Pop/Rock
164,10387665,Gettin' Jiggy Wit It,Will Smith,Rap
165,10387731,"Invasion, Part 1: Shady Times",DJ Green Lantern feat. Eminem,Rap
166,10391914,I Am Drinking Again,"Bonnie ""Prince"" Billy",Rap
167,10392247,Heavy Manners Anthology 68-82 (disc 2),Prince Far I,Rap
168,10392300,Peace Love Death Metal,Eagles of Death Metal,Pop/Rock
169,15921987,"American Folk Blues Festival 66, Vol.2",Otis Rush,Other
170,10394564,newpower Soul,Prince & The New Power Generation,Other
171,10395301,Just Push Play,Aerosmith,Pop/Rock
172,10395555,Life in the Streets,Prince Ital Joe feat. Marky Mark,Pop/Rock
173,10880931,"Selectors Choice, Volume 2",King Jammy,Other
174,10918744,"Selectors Choice, Volume 3",King Jammy,Other
175,10400315,Tales of the Unexpected,Frank Marino & Mahogany Rush,Pop/Rock
176,10400555,The Colour of My Dreams,B.G. The Prince of Rap,Pop/Rock
177,16082645,Blues Power Elmore James & Otis Rush,Otis Rush,Other
178,10401915,The Best of Jennifer Rush,Jennifer Rush,Pop/Rock
179,10402961,Donkey Sean Jr. (Mixed by P.F. Cuttin),Sean Price,Pop/Rock
180,10404240,Humanity,Prince Lincoln Thompson,Pop/Rock
181,10406586,Tongues of Fire,Adele Overton,Pop/Rock
182,10407253,ABBA,ABBA,Pop/Rock
183,10284720,The Andy Williams Christmas Album,Andy Williams,Other
184,10408147,Greatest Palace Music,"Bonnie ""Prince"" Billy",Pop/Rock
185,10409669,New Years Dub,Musique vs. U2,Pop/Rock
186,10411452,Western Music,Will Oldham,Pop/Rock
187,10411457,The Whitey on the Moon UK LP,Department of Eagles,Pop/Rock
188,10411460,Black/Rich Music,Will Oldham,Pop/Rock
189,10411468,Happy Child / Forest Time,"Bonnie ""Prince"" Billy",Pop/Rock
190,10411497,Hush Up!!!,Prince Buster,Pop/Rock
191,16393472,"The Sonet Blues Story: Otis Rush - Troubles, Troubles",Otis Rush,Other
192,10412407,Black Dissimulation,"Bonnie ""Prince"" Billy",Pop/Rock
193,10412410,Let's Start a Family,"Bonnie ""Prince"" Billy",Pop/Rock
194,10414348,Let's Go Crazy,The Revolution,Pop/Rock
195,10416526,Boom! Shake the Room!,DJ Jazzy Jeff & The Fresh Prince,Rap
196,10417533,Credo,Jennifer Rush,Pop/Rock
197,10420370,Feedback,Rush,Pop/Rock
198,16430672,Cold Day In Hell,Otis Rush,Other
199,10421806,The String Quartet Tribute to R.E.M.,The Section Quartet,Pop/Rock
200,10422035,All the Best,Leo Sayer,Pop/Rock
201,10422421,Dragonfly: The Best Of...,Frank Marino & Mahogany Rush,Pop/Rock
202,10422680,The Slickness,Prince Po,Rap
203,10423093,Gett Off Remix EP,Prince & The New Power Generation,Rap
204,10423198,Strange Universe,Frank Marino & Mahogany Rush,Pop/Rock
205,10423199,Child of the Novelty,Frank Marino & Mahogany Rush,Pop/Rock
206,10425224,Men in Black,Will Smith,Rap
207,10426215,The Time Is Now,B.G. The Prince of Rap,Pop/Rock
208,10426216,The Power of Rhythm,B.G. The Prince of Rap,Rap
209,16430675,So Many Roads - Live In Concert,Otis Rush,Other
210,16434815,Mourning In the Morning,Otis Rush,Other
211,16442682,사랑과 우정사이,프린스,Other
212,10438566,Hole in the World,Eagles,Pop/Rock
213,10439270,Movin',Jennifer Rush,Pop/Rock
214,16472377,"All Your Love I Miss Loving: Live At the Wise Fools Pub, Chicago",Otis Rush,Other
215,10444592,A Fool for You,Otis Rush,Pop/Rock
216,16499917,The Sonet Blues Story,Otis Rush,Other
217,10447511,Out of My Hands,Jennifer Rush,Pop/Rock
218,10449317,Eye of the Storm,Frank Marino & Mahogany Rush,Pop/Rock
219,10449320,What's Next,Frank Marino & Mahogany Rush,Pop/Rock
220,10449618,World Anthem,Frank Marino & Mahogany Rush,Pop/Rock
221,10452001,Janus,The Real ABBA Gold,Pop/Rock
222,10452016,Wat heb je gedaan Daan,Adele Bloemendaal,Pop/Rock
223,10452100,Portret,Adele Bloemendaal,Pop/Rock
224,10453120,Maxoom,Frank Marino & Mahogany Rush,Pop/Rock
225,10453182,The Blues Collection 19: I Can't Quit You Baby,Otis Rush,Pop/Rock
226,10453475,TURBO: A Power Rangers Movie,Shuki Levy & Haim Saban,Pop/Rock
227,10455542,How to Dismantle an Atomic Bomb,U2,Pop/Rock
228,10456461,Wings of Desire,Jennifer Rush,Pop/Rock
229,10465016,"The Work, Volume 1",Prince,Pop/Rock
230,10466087,Sexy MF,Prince,Pop/Rock
231,10466990,Dream of a Drunk Black Southern Eagle,"Bonnie ""Prince"" Billy",Pop/Rock
232,10467819,Encore,Eminem,Rap
233,10470330,The String Quartet Tribute to the Smiths,The Section Quartet,Pop/Rock
234,10473949,I Don’t Want to Miss a Thing,Aerosmith,Pop/Rock
235,10475907,Summertime,DJ Jazzy Jeff & The Fresh Prince,Rap
236,10475912,Boom! Shake the Room,DJ Jazzy Jeff & The Fresh Prince,Rap
237,10993448,"The Revenge of King Jammy's Super Power All Stars, Volume 2",King Jammy,Other
238,11005014,"Selectors Choice, Volume 4",King Jammy,Other
239,15621089,"King Jammy's: Selector's Choice, Vol. 2",King Jammy,Other
240,15621090,"King Jammy's - Selector's Choice, Vol. 1",King Jammy,Other
241,16521908,An Introduction to Otis Rush,Otis Rush,Other
242,10487573,Endless Journey the Essential,Leo Sayer,Pop/Rock
243,10488361,5 Star General,DJ Green Lantern feat. Eminem,Pop/Rock
244,16522310,The Essential Otis Rush,Otis Rush,Other
245,10489663,Before the Willennium,DJ Jazzy Jeff & The Fresh Prince,Rap
246,10490998,Forgot About Dre,Dr. Dre feat. Eminem,Rap
247,10491630,Les Mystérieuses Cités d'Or,Shuki Levy & Haim Saban,Rap
248,10494744,Switch,Will Smith,Rap
249,10496307,The Everlasting Love (New and Best),U2,Pop/Rock
250,10499507,No More Workhorse Blues,"Bonnie ""Prince"" Billy",Pop/Rock
251,10503008,The Hits/The B-Sides,Prince,Pop/Rock
252,10504480,Lost and Found,Will Smith,Rap
253,16534739,Live ...And In Concert from San Francisco,Otis Rush,Other
254,10511855,Make Believe,Weezer,Pop/Rock
255,10512229,Trolling for Owls,Tom Rush,Other
256,10512624,Washington DC Demo,Weezer,Pop/Rock
257,10513477,X&Y,Coldplay,Pop/Rock
258,16604754,Live and Awesome,Otis Rush,Other
259,10515574,Itstrumental,Prince Paul,Rap
260,10515777,The Slaughterhouse,Prince & The New Power Generation,Pop/Rock
261,10516297,Moorish Music From Mauritania,Khalifa Ould Eide feat. Dimi Mint Abba,Pop/Rock
262,10521548,Monkey Barz,Sean Price,Rap
263,10526806,12 Inch: Volume 1 1976-1988 (disc 3),The Revolution,Pop/Rock
264,16607948,Love Dokkyun,CLUB PRINCE,Other
265,10527557,Ea,Sudden Rush,Rap
266,10528083,Rock The House,DJ Jazzy Jeff & The Fresh Prince,Rap
267,10528651,20 Greatest Hits,Leo Sayer,Pop/Rock
268,10529940,Platinum & Gold Collection,DJ Jazzy Jeff & The Fresh Prince,Rap
269,10531361,Classics,Jennifer Rush,Pop/Rock
270,10531366,Jennifer Rush '92,Jennifer Rush,Pop/Rock
271,10533827,In a Thousand Words or Less,Where Eagles Dare,Pop/Rock
272,10536557,Mahogany Rush IV,Frank Marino & Mahogany Rush,Pop/Rock
273,10536567,From the Hip,Frank Marino & Mahogany Rush,Pop/Rock
274,10541180,Hits of the Eagles,Eagles,Pop/Rock
275,10549426,Upside Down,A*Teens,Pop/Rock
276,10552138,New World Order,DJ Green Lantern feat. Eminem,Pop/Rock
277,10553862,The Complete Greatest Hits,Eagles,Pop/Rock
278,10556798,Love Collection,Leo Sayer,Pop/Rock
279,10567091,Miami,Will Smith,Rap
280,17500843,Got the Blues: Otis Rush,Otis Rush,Other
281,10569383,Super Trouper,A*Teens,Pop/Rock
282,10570138,The Golden Years 1977-1983,Prince Far I,Pop/Rock
283,10570253,Euphorica,ABBA Dance,Other
284,10571946,Musical History,Prince Far I,Other
285,15621110,King At the Controls,King Jammy,Other
286,16220438,"King Jammy's: Selector's Choice, Vol. 4",King Jammy,Other
287,10576509,The Show Must Go on: The Leo Sayer Anthology,Leo Sayer,Pop/Rock
288,10577696,Whisper: The String Quartet Tribute to The Cure,The Section Quartet,Country
289,10577761,DJ Green Lantern Presents: Fort Minor - We Major,DJ Green Lantern feat. Eminem,Country
290,17624507,Blues Pack: Otis Rush,Otis Rush,Other
291,17624509,Groanin the Blues,Otis Rush,Other
292,10582951,Brother Arab,Arabian Prince,Rap
293,10586873,Freakin' It,Will Smith,Rap
294,10588459,Hip-Hop Gold Dust,Prince Paul,Rap
295,10590512,Dancing Queen,A*Teens,Pop/Rock
296,10590514,...To the Music,A*Teens,Pop/Rock
297,10590516,Gimme! Gimme! Gimme! (A Man After Midnight),A*Teens,Pop/Rock
298,10595952,Happy People,Prince Ital Joe feat. Marky Mark,Pop/Rock
299,10597438,Silver and Gold 1973-1979,Prince Far I,Pop/Rock
300,10597733,Photograph,Weezer,Pop/Rock
301,10603657,Can’t Wait to Be With You,DJ Jazzy Jeff & The Fresh Prince,Pop/Rock
302,10603667,I’m Looking for the One (To Be With Me),DJ Jazzy Jeff & The Fresh Prince,Pop/Rock
303,10604738,Let's Pretend We're Married / Irresistable Bitch,Prince,Pop/Rock
304,10604748,Let's Go Crazy / Erotic City,The Revolution,Pop/Rock
305,10604752,When Doves Cry / 17 Days,The Revolution,Pop/Rock
306,10604756,Purple Rain / God,The Revolution,Pop/Rock
307,10607811,Out of the Box,Ed Rush & Optical,Other
308,17624511,Essential 10: Otis Rush,Otis Rush,Other
309,10613685,Death by Sexy…,Eagles of Death Metal,Pop/Rock
310,10616040,Guilty Conscience,Eminem feat. Dr. Dre,Rap
311,10616820,Raspberry Beret / She’s Always in My Hair,The Revolution,Rap
312,10616822,America / Girl,The Revolution,Rap
313,10616823,Pop Life / Hello,The Revolution,Rap
314,10616826,Kiss / ♥ Or $,The Revolution,Rap
315,10616827,Mountains / Alexa de Paris,The Revolution,Rap
316,10617605,Ring My Bell,DJ Jazzy Jeff & The Fresh Prince,Rap
317,10620378,Halfway Around the World,A*Teens,Pop/Rock
318,10624060,Superhits,Jennifer Rush,Pop/Rock
319,10627147,The String Quartet Tribute to Queen,The Section Quartet,Pop/Rock
320,17624512,The Blues of Otis Rush,Otis Rush,Other
321,10630481,Just a Boy,Leo Sayer,Pop/Rock
322,10630848,At His Very Best,Leo Sayer,Pop/Rock
323,10639201,Floorfiller,A*Teens,Pop/Rock
324,10639867,Afterimage,Rush,Pop/Rock
325,10645471,I Promised Myself,A*Teens,Pop/Rock
326,17624514,All For Business,Otis Rush,Other
327,17624518,Otis Rush (The Big Blues Collection),Otis Rush,Other
328,17624519,Otis Rush Blues,Otis Rush,Other
329,10649403,20 Great Love Songs,Leo Sayer,Pop/Rock
330,10650293,Dubwise,Prince Far I,Pop/Rock
331,10656457,Just Cruisin',Will Smith,Rap
332,10656461,Will 2K,Will Smith,Rap
333,10656526,Can’t Wait To Be With You,DJ Jazzy Jeff & The Fresh Prince,Rap
334,10656527,The Things That U Do,DJ Jazzy Jeff & The Fresh Prince,Rap
335,10658368,Full Circle,Frank Marino & Mahogany Rush,Pop/Rock
336,10658830,Cursed Sleep,"Bonnie ""Prince"" Billy",Pop/Rock
337,10664110,Where Do You Go to My Lovely?,Peter Sarstedt,Pop/Rock
338,10664669,Silverbird,Leo Sayer,Pop/Rock
339,10666567,Christ Illusion,Slayer,Pop/Rock
340,10667102,...And Justice For All,Metallica,Pop/Rock
341,10667105,Ride The Lightning,Metallica,Pop/Rock
342,10668224,White Christmas,Bing Crosby,Other
343,10669755,Voice in My Head,Leo Sayer,Pop/Rock
344,10672589,I Want You So Hard (Boys Bad News),Eagles of Death Metal,Pop/Rock
345,10673435,The Letting Go,"Bonnie ""Prince"" Billy",Pop/Rock
346,17624523,"Otis Rush, Vol. 2",Otis Rush,Other
347,17624525,Blues Notes,Otis Rush,Other
348,10678606,Gettin’ Jiggy Wit It,Will Smith,Rap
349,10678897,Bad Meets Evil: Scary Music: Renegades,Bad Meets Evil,Rap
350,10683708,Cool Touch,Leo Sayer,Rap
351,10683709,World Radio,Leo Sayer,Pop/Rock
352,10683712,The Collection,Leo Sayer,Pop/Rock
353,10684628,Alive on Arrival,DJ Green Lantern feat. Eminem,Pop/Rock
354,10685325,Smack That,Akon feat. Eminem,Pop/Rock
355,10687603,The Saints Are Coming,U2 feat. Green Day,Pop/Rock
356,10688229,This Is Who I Am,Kelly Price,Pop/Rock
357,10694539,Cold & Wet,"Bonnie ""Prince"" Billy",Pop/Rock
358,17624526,Essential Blues Legends - Otis Rush,Otis Rush,Other
359,17624527,The Cobra,Otis Rush,Other
360,19415723,Lay Me Down,Rush of Fools,Other
361,10711736,Jesus Price Supastar,Sean Price,Rap
362,10712353,Lay & Love,"Bonnie ""Prince"" Billy",Pop/Rock
363,10720627,All Your Love (I Miss Loving) / My Baby's a Good 'Un,Otis Rush,Pop/Rock
364,10726133,Pride (In the Name of Love) (disc 2),U2,Pop/Rock
365,10726329,A Tribute To ABBA,Abba Revival Band,Pop/Rock
366,10726330,Spielen die grossen ABBA Erfolgstitel - Super Cover Version,Abba Revival Band,Pop/Rock
367,10728177,Jazz,Adele,Pop/Rock
368,19589328,The Other Takes,Otis Rush,Other
369,10729988,The Best of Leo Sayer,Leo Sayer,Pop/Rock
370,10732173,The Power of Love,Jennifer Rush,Pop/Rock
371,10733341,Snakes & Arrows,Rush,Pop/Rock
372,10737829,Little Joya,Will Oldham,Pop/Rock
373,10740106,Tell Me,Darude,Other
374,20139903,Your Love,Otis Rush,Other
375,16220448,"King Jammy's - Selector's Choice, Vol. 3",King Jammy,Other
376,10911283,Feel the Beat / Sandstorm,Darude,Other
377,10774382,My Game,Darude,Pop/Rock
378,10774868,Sugar Rush,A*Teens,Pop/Rock
379,10779667,Long Road Out of Eden,Eagles,Pop/Rock
380,27293677,Reckless Love,Cory Asbury,Other
381,10780346,Stronghold: The Collector's Hit Box,Jennifer Rush,Pop/Rock
382,10781322,Power of Rush,Jennifer Rush,Pop/Rock
383,10781491,Bonny 2007,"Bonnie ""Prince"" Billy",Pop/Rock
384,10783732,Label This!,Darude,Other
385,10783861,Ask Forgiveness,"Bonnie ""Prince"" Billy",Pop/Rock
386,10791347,The Hit Box,Jennifer Rush,Pop/Rock
387,10798940,Jennifer Rush: International Version,Jennifer Rush,Pop/Rock
388,10801643,Chasing Pavements,Adele,Pop/Rock
389,10801647,Hometown Glory,Adele,Pop/Rock
390,10803920,19,Adele,Pop/Rock
391,10806117,Strange Form of Life,"Bonnie ""Prince"" Billy",Pop/Rock
392,10809540,A Johnny Glaze Christmas: Classical Snatches and Samples A Go-Go 2003-2005,Department of Eagles,Pop/Rock
393,10812464,I Stand,Idina Menzel,Pop/Rock
394,10812538,Can't Love You,B.G. The Prince of Rap,Rap
395,10815964,Master P,Sean Price,Rap
396,10816537,Creeping Death,Metallica,Pop/Rock
397,10825320,"The String Quartet Tribute to Led Zeppelin, Volume 2",The Section Quartet,Pop/Rock
398,10826426,Ave Maria,Jennifer Rush,Pop/Rock
399,10838317,Lie Down In the Light,"Bonnie ""Prince"" Billy",Pop/Rock
400,10846493,To Come from Nowhere,Where Eagles Dare,Pop/Rock
401,10848604,Party Starter,Will Smith,Rap
402,10851717,We Are All on Drugs,Weezer,Pop/Rock
403,10852107,Will 2k,Will Smith,Rap
404,10854251,The Show Must Go On,Leo Sayer,Pop/Rock
405,10854252,One Man Band,Leo Sayer,Pop/Rock
406,10856307,I Can't Quit You Baby / Sit Down Baby,Otis Rush,Pop/Rock
407,10861246,New Kid in Town,Eagles,Pop/Rock
408,10864902,Child of the Novelty / Maxoom / Strange Universe,Frank Marino & Mahogany Rush,Pop/Rock
409,10867128,Best Ballads,Eagles,Pop/Rock
410,10872417,In Ear Park,Department of Eagles,Pop/Rock
411,10874719,The Cold Nose,Department of Eagles,Pop/Rock
412,10877263,Ska-Lip-Soul,Prince Buster's All Stars,Pop/Rock
413,10878494,"Trying to Get to You / Please, Please",The Eagles,Pop/Rock
414,10878914,Scary Movies,Bad Meets Evil,Rap
415,10879789,Innovative Life: The Anthology 1984-1989,Arabian Prince,Rap
416,10880284,Where's My Bytches,Arabian Prince,Rap
417,21113646,King Jammy's: Selector's Choice Vol. 3,King Jammy,Other
418,21374737,Selectors Choice Volume 2,King Jammy,Other
419,21377192,King At The Controls,King Jammy,Other
420,10886375,Heart On,Eagles of Death Metal,Pop/Rock
421,29269733,Burn The Ships,for KING & COUNTRY,Other
422,21381165,Selectors Choice Volume 1,King Jammy,Other
423,10894834,If I Were a Boy,Beyoncé,Pop/Rock
424,10894840,Wear It's At,The Rubettes,Pop/Rock
425,10897782,Wrong End of the Rainbow,Tom Rush,Other
426,20147365,"His Cobra Recordings, 1956 - 1958",Otis Rush,Other
427,20147380,Chicago Boss Guitars,Otis Rush,Other
428,25689862,Revisited,Eartha Kitt,Other
429,18712697,Kimi Samba,Gold Rush,Other
430,10916780,No Line on the Horizon,U2,Pop/Rock
431,10917071,Living In a Fantasy,Leo Sayer,Pop/Rock
432,10918436,Bristol Express / Johnny's Tune,The Eagles,Pop/Rock
433,21381167,King Jammy's: Selector's Choice Vol. 1,King Jammy,Other
434,10923147,Crack a Bottle,Eminem feat. Dr. Dre & 50 Cent,Rap
435,10923531,Groaning the Blues / If You Were Mine,Otis Rush,Rap
436,10929823,Beware,"Bonnie ""Prince"" Billy",Pop/Rock
437,10931790,No Line On the Horizon,U2,Pop/Rock
438,10932224,Another Year,Leo Sayer,Pop/Rock
439,10932233,Thunder in My Heart,Leo Sayer,Pop/Rock
440,10932238,Leo Sayer,Leo Sayer,Pop/Rock
441,10937966,Chijimi,"Bonnie ""Prince"" Billy",Pop/Rock
442,10940548,Make You Feel My Love,Adele,Pop/Rock
443,10948910,Hit Collection,Jennifer Rush,Pop/Rock
444,10950946,Relapse,Eminem,Rap
445,10956690,Big Five,Prince Buster,Rap
446,10958020,Tutti Frutti,Prince Buster,Rap
447,20166386,Stuck On a Feeling,Prince Royce feat. Snoop Dogg,Other
448,10977339,In the Darkness,Darude,Pop/Rock
